PROVNO,KABKOTNO,IDKAB,KABKOT,AHH_2010,AHH_2011,AHH_2012,AHH_2013,AHH_2014,AHH_2015,AHH_2016,EYS_2010,EYS_2011,EYS_2012,EYS_2013,EYS_2014,EYS_2015,EYS_2016,MYS_2010,MYS_2011,MYS_2012,MYS_2013,MYS_2014,MYS_2015,MYS_2016,PENG_2010,PENG_2011,PENG_2012,PENG_2013,PENG_2014,PENG_2015,PENG_2016,IPM_2010,IPM_2011,IPM_2012,IPM_2013,IPM_2014,IPM_2015,IPM_2016
51,01,5101,JEMBRANA,70.75,70.92,71.09,71.26,71.39,71.43,71.57,10.81,11.08,11.21,11.34,11.48,11.88,12.27,7.05,7.23,7.25,7.27,7.3,7.54,7.59,10293,10499,10676,10890,10944,11168,11343,66.7,67.53,67.94,68.39,68.67,69.66,70.38
51,02,5102,TABANAN,72.02,72.18,72.35,72.52,72.64,72.74,72.89,11.3,11.59,11.6,11.89,12.04,12.47,12.87,7.6,7.68,7.76,7.83,7.91,8.07,8.1,12831,13056,13266,13438,13492,13665,13800,70.68,71.35,71.69,72.31,72.68,73.54,74.19
51,03,5103,BADUNG,73.77,73.91,74.05,74.19,74.3,74.31,74.42,12.31,12.65,12.85,12.88,13,13.45,13.66,8.8,8.96,9.07,9.18,9.29,9.44,9.9,15243,15508,15795,16025,16080,16409,16567,75.84,76.66,77.26,77.63,77.98,78.86,79.8
51,04,5104,GIANYAR,72.31,72.43,72.57,72.71,72.78,72.84,72.95,12.1,12.64,12.88,12.91,13.06,13.35,13.36,7.5,7.73,7.99,8.24,8.28,8.49,8.86,12640,12761,13031,13318,13382,13578,13766,71.45,72.5,73.36,74,74.29,75.03,75.7
51,05,5105,KLUNGKUNG,69.26,69.45,69.66,69.84,69.91,70.11,70.28,11.55,12.17,12.3,12.43,12.57,12.85,12.86,6.6,6.68,6.81,6.88,6.9,6.98,7.06,10006,10129,10358,10488,10501,10711,10852,66.01,67.01,67.64,68.08,68.3,68.98,69.31
51,06,5106,BANGLI,68.8,68.98,69.18,69.36,69.44,69.54,69.69,10.49,10.5,10.75,11.01,11.15,11.36,11.82,5.93,5.97,6.01,6.35,6.38,6.41,6.44,9797,10113,10341,10424,10469,10649,10819,63.43,63.87,64.53,65.47,65.75,66.24,67.03
51,07,5107,KARANG ASEM,68.56,68.76,68.96,69.12,69.18,69.48,69.66,10.69,11.19,11.44,11.68,11.81,12.11,12.33,4.55,4.6,5.22,5.34,5.39,5.42,5.48,8822,9058,9128,9341,9402,9556,9690,60.58,61.6,62.95,63.7,64.01,64.68,65.23
51,08,5108,BULELENG,70.06,70.23,70.41,70.58,70.71,70.81,70.97,11.43,11.66,11.75,11.84,12.01,12.37,12.61,6.23,6.39,6.51,6.63,6.66,6.77,6.85,11451,11693,11946,12187,12249,12587,12814,66.98,67.73,68.29,68.83,69.16,70.03,70.65
51,71,5171,DENPASAR,73.24,73.34,73.44,73.56,73.71,73.91,74.04,12.4,12.6,12.79,13.32,13.46,13.75,13.76,10.44,10.59,10.82,10.9,10.96,11.02,11.14,17675,17944,18227,18532,18605,18849,19084,79.19,79.77,80.45,81.32,81.65,82.24,82.58
