PROVNO,KABKOTNO,IDKAB,KABKOT,AHH_2010,AHH_2011,AHH_2012,AHH_2013,AHH_2014,AHH_2015,AHH_2016,EYS_2010,EYS_2011,EYS_2012,EYS_2013,EYS_2014,EYS_2015,EYS_2016,MYS_2010,MYS_2011,MYS_2012,MYS_2013,MYS_2014,MYS_2015,MYS_2016,PENG_2010,PENG_2011,PENG_2012,PENG_2013,PENG_2014,PENG_2015,PENG_2016,IPM_2010,IPM_2011,IPM_2012,IPM_2013,IPM_2014,IPM_2015,IPM_2016
34,01,3401,KULON PROGO,74.84,74.86,74.87,74.89,74.9,75,75.03,12.2,12.75,12.87,13,13.27,13.55,13.97,7.85,7.88,7.93,8.02,8.2,8.4,8.5,8274,8330,8342,8468,8480,8688,8938,68.83,69.53,69.74,70.14,70.68,71.52,72.38
34,02,3402,BANTUL,73.14,73.17,73.19,73.22,73.24,73.44,73.5,13.55,13.95,14.15,14.35,14.62,14.72,14.73,8.34,8.35,8.44,8.72,8.74,9.08,9.09,13725,13778,13798,13902,13921,14320,14880,75.31,75.79,76.13,76.78,77.11,77.99,78.42
34,03,3403,GUNUNG KIDUL,73.35,73.36,73.37,73.38,73.39,73.69,73.76,11.52,11.83,12.14,12.49,12.82,12.92,12.93,5.59,5.74,6.08,6.22,6.45,6.46,6.62,8093,8138,8170,8202,8235,8336,8467,64.2,64.83,65.69,66.31,67.03,67.41,67.82
34,04,3404,SLEMAN,74.43,74.44,74.46,74.47,74.47,74.57,74.6,15.42,15.45,15.48,15.52,15.64,15.77,16.08,9.79,10.03,10.03,10.03,10.28,10.3,10.64,13848,13882,13916,14085,14170,14562,14921,79.69,80.04,80.1,80.26,80.73,81.2,82.15
34,71,3471,YOGYAKARTA,74,74.02,74.04,74.05,74.05,74.25,74.3,15.68,15.75,15.82,15.89,15.97,16.32,16.81,10.88,11.01,11.22,11.36,11.39,11.41,11.42,16462,16497,16498,16645,16755,17317,17770,82.72,82.98,83.29,83.61,83.78,84.56,85.32
