PROVNO,KABKOTNO,IDKAB,KABKOT,AHH_2010,AHH_2011,AHH_2012,AHH_2013,AHH_2014,AHH_2015,AHH_2016,EYS_2010,EYS_2011,EYS_2012,EYS_2013,EYS_2014,EYS_2015,EYS_2016,MYS_2010,MYS_2011,MYS_2012,MYS_2013,MYS_2014,MYS_2015,MYS_2016,PENG_2010,PENG_2011,PENG_2012,PENG_2013,PENG_2014,PENG_2015,PENG_2016,IPM_2010,IPM_2011,IPM_2012,IPM_2013,IPM_2014,IPM_2015,IPM_2016
13,01,1301,KEPULAUAN MENTAWAI,63.49,63.51,63.53,63.53,63.55,64.05,64.36,10.84,10.97,11.09,11.22,11.35,11.48,11.74,6.14,6.15,6.16,6.17,6.19,6.27,6.52,5338,5381,5409,5451,5566,5684,5771,55.66,55.9,56.1,56.33,56.73,57.41,58.27
13,02,1302,PESISIR SELATAN,69.23,69.3,69.36,69.43,69.46,69.96,70.11,12.1,12.29,12.49,12.83,13.02,13.04,13.05,7.34,7.57,7.79,8.05,8.1,8.11,8.12,7841,7980,8131,8233,8368,8412,8605,65.09,65.8,66.49,67.31,67.75,68.07,68.39
13,03,1303,SOLOK,66.6,66.7,66.8,66.9,66.95,67.35,67.5,11.9,12.34,12.38,12.41,12.53,12.88,13,7.16,7.3,7.44,7.53,7.56,7.57,7.58,8690,8754,8824,9118,9228,9334,9664,64.53,65.28,65.62,66.15,66.44,67.12,67.67
13,04,1304,SIJUNJUNG,64.68,64.7,64.72,64.72,64.72,65.22,65.33,10.73,10.83,11.22,11.61,11.91,11.94,12.27,7.09,7.1,7.2,7.3,7.32,7.33,7.5,8868,9146,9359,9599,9726,9796,9895,62.51,62.92,63.7,64.48,64.95,65.3,66.01
13,05,1305,TANAH DATAR,67.88,68.02,68.15,68.28,68.35,68.75,68.93,12.03,12.13,12.22,12.61,12.82,13.35,13.46,7.48,7.58,7.63,7.78,7.8,7.93,8.12,9424,9567,9719,9893,10014,10103,10296,66.47,66.92,67.29,68.12,68.51,69.49,70.11
13,06,1306,PADANG PARIAMAN,66.85,66.96,67.07,67.18,67.24,67.64,67.8,12.01,12.49,12.56,13.23,13.54,13.54,13.55,6.62,6.68,6.77,6.86,6.88,6.89,7,9725,9795,9866,9937,9990,10260,10455,65.16,65.89,66.2,67.15,67.56,68.04,68.44
13,07,1307,AGAM,70.62,70.67,70.73,70.78,70.8,71.3,71.44,11.49,12.07,12.71,13.08,13.58,13.59,13.73,7.56,7.68,7.91,8.09,8.1,8.17,8.18,8452,8478,8509,8637,8692,8859,9111,66.12,66.94,67.95,68.73,69.32,69.84,70.36
13,08,1308,LIMA PULUH KOTA,69.02,69.08,69.13,69.19,69.22,69.23,69.27,11.21,11.57,11.92,12.1,12.41,12.76,13.25,7.37,7.4,7.52,7.58,7.59,7.91,7.92,8264,8354,8451,8568,8672,8774,8936,64.64,65.2,65.87,66.3,66.78,67.65,68.37
13,09,1309,PASAMAN,65.55,65.61,65.67,65.73,65.76,66.26,66.4,11.18,11.63,12.07,12.45,12.69,12.7,12.71,7.26,7.37,7.48,7.6,7.62,7.63,7.64,6779,6830,6888,6964,7058,7340,7678,60.88,61.57,62.26,62.91,63.33,64.01,64.57
13,10,1310,SOLOK SELATAN,65.93,65.97,65.99,66.02,66.04,66.64,66.78,11.69,11.8,11.92,12.03,12.15,12.37,12.51,7.37,7.4,7.44,7.8,7.97,7.98,7.99,8909,9024,9147,9291,9390,9653,9802,64.51,64.81,65.12,65.86,66.29,67.09,67.47
