PROVNO,KABKOTNO,IDKAB,KABKOT,AHH_2010,AHH_2011,AHH_2012,AHH_2013,AHH_2014,AHH_2015,AHH_2016,EYS_2010,EYS_2011,EYS_2012,EYS_2013,EYS_2014,EYS_2015,EYS_2016,MYS_2010,MYS_2011,MYS_2012,MYS_2013,MYS_2014,MYS_2015,MYS_2016,PENG_2010,PENG_2011,PENG_2012,PENG_2013,PENG_2014,PENG_2015,PENG_2016,IPM_2010,IPM_2011,IPM_2012,IPM_2013,IPM_2014,IPM_2015,IPM_2016
75,01,7501,BOALEMO,66.59,66.76,66.94,67.12,67.29,67.49,67.67,10.76,11.04,11.32,11.6,11.89,12.07,12.34,5.79,5.91,6.01,6.12,6.15,6.23,6.3,7417,7467,7516,7566,7598,7817,7895,59.92,60.52,61.11,61.71,62.18,62.86,63.42
75,02,7502,GORONTALO,66.46,66.48,66.5,66.51,66.53,66.63,66.66,10.41,11.24,11.42,11.6,11.89,11.99,12.31,6.13,6.19,6.25,6.31,6.53,6.63,6.64,7474,7495,7914,7973,8032,8398,8589,60,61.04,61.87,62.22,62.9,63.63,64.22
75,03,7503,POHUWATO,61.37,61.62,61.86,62.09,62.33,62.43,62.65,10.91,11.06,11.31,11.48,11.68,12.03,12.28,5.88,6.17,6.26,6.53,6.54,6.62,6.67,8465,8524,8644,8889,8925,9146,9381,59.11,59.85,60.48,61.38,61.74,62.5,63.17
75,04,7504,BONE BOLANGO,67.32,67.37,67.41,67.45,67.5,67.6,67.65,12.04,12.11,12.18,12.26,12.33,12.76,13.05,7.23,7.23,7.45,7.67,7.7,7.73,7.81,7805,8062,8332,8601,8669,8900,9115,64,64.44,65.13,65.82,66.03,66.83,67.48
75,05,7505,GORONTALO UTARA,64.67,64.69,64.73,64.76,64.79,64.99,65.06,11.06,11.21,11.37,11.52,11.68,11.96,12.26,5.68,5.93,6.07,6.53,6.59,6.61,6.62,7409,7552,7847,7948,7999,8178,8270,59.26,59.95,60.71,61.6,61.92,62.55,63.02
75,71,7571,GORONTALO,71.45,71.51,71.57,71.62,71.68,71.69,71.74,13.17,13.23,13.28,13.34,13.76,14.18,14.19,9.55,9.77,10,10.24,10.28,10.29,10.3,10633,10788,10943,10965,11019,11269,11360,73.07,73.56,74.06,74.43,74.97,75.62,75.75
