PROVNO,KABKOTNO,IDKAB,KABKOT,AHH_2010,AHH_2011,AHH_2012,AHH_2013,AHH_2014,AHH_2015,AHH_2016,EYS_2010,EYS_2011,EYS_2012,EYS_2013,EYS_2014,EYS_2015,EYS_2016,MYS_2010,MYS_2011,MYS_2012,MYS_2013,MYS_2014,MYS_2015,MYS_2016,PENG_2010,PENG_2011,PENG_2012,PENG_2013,PENG_2014,PENG_2015,PENG_2016,IPM_2010,IPM_2011,IPM_2012,IPM_2013,IPM_2014,IPM_2015,IPM_2016
94,01,9401,MERAUKE,66.31,66.41,66.46,66.48,66.49,66.5,66.53,11.54,11.63,11.64,11.99,12.14,12.47,12.71,7.6,7.74,7.88,8.03,8.23,8.24,8.26,9633,9754,9795,9841,9882,9953,10016,65.58,66.03,66.28,66.88,67.33,67.75,68.09
94,02,9402,JAYAWIJAYA,57.37,57.48,57.56,57.71,57.79,58.29,58.48,9.93,10.1,10.28,10.46,10.64,10.82,11.01,3.92,4.26,4.31,4.36,4.39,4.59,4.74,6307,6413,6628,6875,6989,7068,7282,50.79,51.66,52.27,52.94,53.37,54.18,54.96
94,03,9403,JAYAPURA,65.96,65.96,65.98,66.01,66.02,66.32,66.4,12.55,12.91,13.28,13.28,13.54,13.79,14.15,8.3,8.67,9.05,9.33,9.41,9.48,9.53,9470,9565,9575,9586,9597,9622,9653,67.15,68.04,68.85,69.21,69.55,70.04,70.5
94,04,9404,NABIRE,67.17,67.2,67.21,67.23,67.24,67.44,67.5,10.42,10.49,10.5,10.54,10.58,10.62,10.66,8.37,8.58,8.8,8.87,9.45,9.47,9.48,8455,8552,8589,8615,8652,8725,8779,64.49,64.96,65.28,65.45,66.25,66.49,66.64
94,08,9408,KEPULAUAN YAPEN,68.58,68.6,68.63,68.63,68.63,68.67,68.69,10.95,11.06,11.17,11.28,11.4,11.51,11.62,8.23,8.28,8.32,8.37,8.68,8.8,8.81,6997,7092,7156,7199,7241,7320,7414,63.5,63.82,64.11,64.34,64.89,65.28,65.55
94,09,9409,BIAK NUMFOR,67.79,67.81,67.82,67.84,67.85,67.86,67.86,12.31,12.61,12.8,12.98,13.21,13.44,13.68,8.81,8.92,8.93,8.99,9.61,9.83,9.84,9311,9431,9486,9520,9553,9603,9647,68.22,68.8,69.05,69.35,70.32,70.85,71.13
94,10,9410,PANIAI,64.81,64.99,65.09,65.13,65.15,65.45,65.58,9.98,10.04,10.09,10.22,10.3,10.31,10.32,3.52,3.59,3.66,3.73,3.74,3.76,3.77,5786,5911,5970,6026,6086,6161,6191,52.57,53.02,53.34,53.7,53.93,54.2,54.34
94,11,9411,PUNCAK JAYA,63.59,63.63,63.67,63.74,63.77,64.17,64.29,4.27,4.67,5.13,5.58,5.93,5.97,5.99,1.98,2.24,2.53,2.86,3.04,3.19,3.38,4728,4833,4863,4908,4938,4979,5089,38.83,40.36,41.85,43.36,44.32,44.87,45.49
94,12,9412,MIMIKA,71.74,71.78,71.81,71.85,71.87,71.89,71.9,9.25,9.8,9.91,10.26,10.49,10.78,11.11,8.7,8.72,8.75,8.83,9.3,9.38,9.53,10664,10772,10822,10849,10873,10952,11169,67.96,68.74,68.95,69.5,70.4,70.89,71.64
94,13,9413,BOVEN DIGOEL,56.97,57.32,57.51,57.6,57.64,58.24,58.51,10.16,10.32,10.47,10.63,10.79,10.96,10.97,6.8,7.02,7.24,7.47,7.5,7.72,7.82,7454,7571,7598,7625,7646,7717,7770,56.15,56.89,57.45,57.96,58.21,59.02,59.35
94,14,9414,MAPPI,63.33,63.41,63.48,63.51,63.52,64.02,64.16,10.16,10.29,10.32,10.35,10.41,10.42,10.47,5.3,5.46,5.71,5.92,5.96,5.97,5.98,5472,5548,5600,5655,5709,5780,5951,54.09,54.61,55.09,55.51,55.74,56.11,56.54
94,15,9415,ASMAT,53.5,54.45,54.73,54.91,55,55.5,55.9,6.58,6.75,6.93,7.1,7.29,7.57,7.79,4.18,4.23,4.28,4.33,4.34,4.38,4.48,5208,5322,5378,5427,5485,5533,5601,43.69,44.58,45.08,45.54,45.91,46.62,47.31
94,16,9416,YAHUKIMO,64.41,64.45,64.49,64.54,64.56,65.06,65.19,6.33,6.6,6.87,7.17,7.47,7.48,7.54,1.78,2,2.94,3.78,3.97,3.98,3.99,3954,4043,4055,4068,4081,4109,4248,40.63,41.72,43.82,45.63,46.36,46.63,47.13
94,17,9417,PEGUNUNGAN BINTANG,63.48,63.5,63.52,63.56,63.58,63.78,63.84,3.15,3.46,3.82,4.18,4.41,4.85,5.12,1.54,1.64,1.76,1.88,1.97,2.06,2.19,4846,4938,5010,5052,5095,5176,5289,35.45,36.61,37.82,38.94,39.68,40.91,41.9
94,18,9418,TOLIKARA,64.27,64.45,64.59,64.64,64.66,64.86,64.98,6.88,7.07,7.13,7.46,7.67,7.68,7.69,2.46,2.76,2.88,3,3.04,3.06,3.21,4264,4310,4356,4412,4468,4518,4711,43.44,44.41,44.86,45.68,46.16,46.38,47.11
94,19,9419,SARMI,65.37,65.4,65.4,65.46,65.49,65.69,65.76,10.07,10.29,10.49,10.57,10.74,10.91,11.09,5.93,6.35,7,7.27,7.89,8.07,8.08,6190,6301,6318,6342,6358,6379,6417,56.98,57.96,59.03,59.51,60.48,60.99,61.27
94,20,9420,KEEROM,65.88,65.92,65.92,65.97,65.99,66.09,66.13,11.23,11.27,11.3,11.34,11.38,11.55,11.62,4.88,5.23,5.52,6.45,6.57,6.85,7.24,8307,8397,8437,8475,8514,8609,8671,60,60.65,61.13,62.49,62.73,63.43,64.1
94,26,9426,WAROPEN,65.48,65.64,65.69,65.71,65.72,65.73,65.77,11.16,11.39,11.63,11.87,12.12,12.34,12.6,8,8.31,8.4,8.5,8.53,8.55,8.66,5803,5961,5970,5979,5989,6070,6270,59.98,60.94,61.32,61.68,61.97,62.35,63.1
94,27,9427,SUPIORI,65.04,65.1,65.15,65.15,65.15,65.25,65.29,11.88,12.03,12.19,12.36,12.52,12.69,12.7,7.26,7.52,7.78,8.06,8.11,8.12,8.13,4927,4985,5023,5060,5098,5180,5379,57.71,58.31,58.86,59.4,59.7,60.09,60.59
94,28,9428,MAMBERAMO RAYA,55.75,56.06,56.37,56.37,56.37,56.57,56.74,9.04,9.4,9.78,10.18,10.59,10.65,10.8,4.15,4.24,4.33,4.42,4.44,4.61,4.89,4012,4125,4186,4241,4303,4324,4387,44.89,45.82,46.62,47.28,47.88,48.29,49
94,29,9429,NDUGA,52.65,53.09,53.42,53.54,53.6,53.6,54.5,1.22,1.37,1.72,1.93,2.16,2.17,2.34,0.25,0.37,0.49,0.6,0.63,0.64,0.7,3214,3344,3406,3542,3607,3625,3725,19.62,21.12,23.07,24.42,25.38,25.47,26.56
94,30,9430,LANNY JAYA,64.47,64.63,64.76,64.82,64.85,64.86,65.63,6.82,6.89,6.96,7.04,7.11,7.45,7.5,2,2.11,2.35,2.55,2.6,2.75,2.92,3826,3845,3863,3882,3901,3965,4106,41.49,41.9,42.53,43.05,43.28,44.18,45.16
94,31,9431,MAMBERAMO TENGAH,62.22,62.35,62.53,62.59,62.62,62.72,62.82,5.76,6.12,6.81,7.41,7.64,7.65,7.66,2.08,2.12,2.15,2.18,2.4,2.49,2.57,3844,3901,3921,3964,3985,4051,4219,39.37,40.17,41.39,42.43,43.19,43.55,44.15
94,32,9432,YALIMO,64.64,64.73,64.78,64.83,64.85,64.86,64.9,5.22,5.93,6.65,7.5,7.68,7.71,7.82,1.54,1.76,1.78,1.8,2.07,2.08,2.19,4016,4123,4197,4247,4298,4321,4435,38.47,40.45,41.84,43.33,44.21,44.32,44.95
94,33,9433,PUNCAK,64.96,64.97,64.98,64.98,64.98,65.08,65.1,2.84,3.21,3.73,4.04,4.13,4.47,4.48,1.05,1.21,1.37,1.4,1.43,1.61,1.78,4752,4872,4919,4986,5010,5118,5181,33.44,35.08,36.85,37.73,38.05,39.41,39.96
94,34,9434,DOGIYAI,64.21,64.24,64.3,64.34,64.36,64.86,64.99,7.85,8.14,8.77,8.99,9.41,9.58,9.87,3.4,3.61,4.44,4.76,4.87,4.88,4.89,4769,4897,4924,4992,5061,5120,5190,47.48,48.48,50.59,51.46,52.25,52.78,53.32
94,35,9435,INTAN JAYA,,64.8,64.84,64.87,64.88,64.98,65.04,,4.51,5.4,5.74,6,6.28,6.52,,2.02,2.09,2.16,2.32,2.48,2.49,,4920,4928,4961,4995,5015,5038,,40.07,41.89,42.69,43.51,44.35,44.82
94,36,9436,DEIYAI,,64.19,64.21,64.25,64.27,64.47,64.55,,9.23,9.4,9.57,9.75,9.76,9.77,,2.16,2.51,2.87,2.95,2.96,2.97,,4244,4262,4281,4293,4320,4383,,46.12,46.94,47.74,48.12,48.28,48.5
94,71,9471,JAYAPURA,69.89,69.9,69.94,69.95,69.95,69.97,69.99,13.64,13.77,13.91,13.95,14.06,14.16,14.61,10.62,10.71,10.8,10.88,11.09,11.11,11.14,13903,13960,14004,14088,14172,14249,14319,76.69,76.97,77.25,77.46,77.86,78.05,78.56
