PROVNO,KABKOTNO,IDKAB,KABKOT,AHH_2010,AHH_2011,AHH_2012,AHH_2013,AHH_2014,AHH_2015,AHH_2016,EYS_2010,EYS_2011,EYS_2012,EYS_2013,EYS_2014,EYS_2015,EYS_2016,MYS_2010,MYS_2011,MYS_2012,MYS_2013,MYS_2014,MYS_2015,MYS_2016,PENG_2010,PENG_2011,PENG_2012,PENG_2013,PENG_2014,PENG_2015,PENG_2016,IPM_2010,IPM_2011,IPM_2012,IPM_2013,IPM_2014,IPM_2015,IPM_2016
65,1,6501,MALINAU,70.17,70.4,70.63,70.82,70.93,71.03,71.24,12.39,13.08,13.12,13.17,13.22,13.23,13.24,7.13,7.43,7.75,8.27,8.27,8.29,8.56,8 928,8 969,9 135,9 301,9 343,9 415,9 529,66.9,68.15,68.88,69.84,70,70.15,70.71
65,2,6502,BULUNGAN,71.45,71.64,71.84,72.02,72.11,72.21,72.36,11.67,12.33,12.44,12.48,12.53,12.56,12.75,7.64,7.65,7.88,7.9,8.27,8.29,8.43,8 467,8 501,8 534,8 817,8 852,8 877,8 933,66.79,67.63,68.16,68.66,69.25,69.37,69.88
65,3,6503,TANA TIDUNG,70.03,70.26,70.47,70.68,70.8,70.81,71.31,10.84,11.07,11.3,11.54,12.14,12.16,12.17,7.13,7.37,7.62,7.79,7.84,7.85,8.11,6 128,6 197,6 391,6 585,6 696,6 807,6 919,61.16,61.92,62.91,63.79,64.7,64.92,65.64
65,4,6504,NUNUKAN,70.08,70.3,70.53,70.74,70.82,70.83,71.23,11.25,11.3,11.58,11.86,12.39,12.41,12.58,6.83,6.92,7.01,7.07,7.21,7.22,7.57,5 663,5 689,5 716,5 991,6 105,6 199,6 333,60.33,60.64,61.18,62.18,63.13,63.35,64.35
65,71,6571,TARAKAN,72.77,73,73.23,73.41,73.5,73.52,73.69,11.78,12.17,12.57,13.28,13.39,13.41,13.42,8.99,9.06,9.16,9.28,9.9,9.91,9.92,10 010,10 073,10 354,10 449,10 581,10 642,10 715,70.95,71.6,72.53,73.58,74.6,74.7,74.88
