PROVNO,KABKOTNO,IDKAB,KABKOT,AHH_2010,AHH_2011,AHH_2012,AHH_2013,AHH_2014,AHH_2015,AHH_2016,EYS_2010,EYS_2011,EYS_2012,EYS_2013,EYS_2014,EYS_2015,EYS_2016,MYS_2010,MYS_2011,MYS_2012,MYS_2013,MYS_2014,MYS_2015,MYS_2016,PENG_2010,PENG_2011,PENG_2012,PENG_2013,PENG_2014,PENG_2015,PENG_2016,IPM_2010,IPM_2011,IPM_2012,IPM_2013,IPM_2014,IPM_2015,IPM_2016
19,1,1901,BANGKA,70.28,70.35,70.4,70.45,70.47,70.48,70.52,11.09,11.19,11.21,12.01,12.33,12.36,12.37,7.25,7.54,7.76,7.88,7.92,7.94,7.96,9 583,10 019,10 320,10 647,10 679,10 904,11 279,66.41,67.37,67.99,69.34,69.79,70.03,70.43
19,2,1902,BELITUNG,70.04,70.1,70.15,70.2,70.22,70.32,70.38,10.12,10.28,10.44,10.6,10.77,11.32,11.47,7.28,7.33,7.42,8.02,8.07,8.09,8.1,11 302,11 433,11 874,12 344,12 375,12 443,12 865,66.79,67.17,67.87,69.27,69.56,70.29,70.81
19,3,1903,BANGKA BARAT,69.24,69.32,69.39,69.44,69.46,69.47,69.52,9.84,10.13,10.41,10.7,10.99,11.48,11.49,5.99,6.16,6.3,6.43,6.57,6.68,6.89,10 064,10 265,10 680,11 122,11 154,11 243,11 303,63.16,64,64.92,65.85,66.43,67.23,67.6
19,4,1904,BANGKA TENGAH,69.75,69.83,69.9,69.95,69.98,70.28,70.38,10.25,10.95,11.03,11.1,11.4,11.72,11.73,6.31,6.35,6.5,6.65,6.68,6.7,6.71,10 921,10 988,11 544,12 133,12 170,12 210,12 248,65.1,66.09,66.88,67.67,68.09,68.66,68.76
19,5,1905,BANGKA SELATAN,66.19,66.31,66.41,66.51,66.56,66.86,66.99,9.32,9.62,9.78,10.45,10.86,10.88,11.25,5.34,5.39,5.44,5.83,5.87,5.88,5.96,9 795,9 851,10 216,10 609,10 633,10 824,10 932,59.98,60.53,61.17,62.96,63.54,63.89,64.57
19,6,1906,BELITUNG TIMUR,70.88,70.94,70.98,71.01,71.03,71.23,71.3,10.03,10.32,10.51,10.71,10.94,11.28,11.46,6.96,7.24,7.51,7.83,7.89,7.91,7.95,9 533,9 647,9 760,10 233,10 272,10 523,10 729,64.99,65.86,66.59,67.71,68.1,68.83,69.3
19,71,1971,PANGKAL PINANG,72.18,72.22,72.26,72.29,72.31,72.51,72.57,12.04,12.26,12.58,12.69,12.74,12.76,12.77,9.46,9.51,9.56,9.62,9.63,9.75,9.76,13 746,13 784,14 132,14 507,14 619,14 707,14 807,74.68,75.02,75.69,76.14,76.28,76.61,76.73
